Méta-thème,Thème,Code,Extrait
Usage ciblé IA,Usage ciblé IA,Utilisation ciblée et délimitée,"Je n'utilise pas tous les jours mais je pense que j'utilise au moins toutes les semaines pour plein de choses que ce soit à l'école ou perso, ça me sert pas mal."
Usage ciblé IA,Usage ciblé IA,Utilisation ciblée et délimitée,"Je n'utilise pas tous les jours mais je pense que j'utilise au moins toutes les semaines pour plein de choses que ce soit à l'école ou perso, ça me sert pas mal."
Utilisation efficace outil,Utilisation efficace outil,Frustration liée à l'utilisation,"Alors au début, quand je ne savais pas vraiment comment ça fonctionne, des fois je lui demandais de me citer des articles ou des sources et en fait, après avoir entre guillemets discuté avec lui, je me suis rendu compte qu'il donnait des fausses sources en fait, des exemples et qu'il n'y avait pas vraiment des vrais travaux sociologiques ou des vrais articles."
Utilisation efficace outil,Utilisation efficace outil,Frustration liée à l'utilisation,"Alors au début, quand je ne savais pas vraiment comment ça fonctionne, des fois je lui demandais de me citer des articles ou des sources et en fait, après avoir entre guillemets discuté avec lui, je me suis rendu compte qu'il donnait des fausses sources en fait, des exemples et qu'il n'y avait pas vraiment des vrais travaux sociologiques ou des vrais articles."
Utilisation efficace outil,Utilisation efficace outil,Rôle de l'outil dans la gestion du stress,"Du coup, comme je disais, ça m'aide parce que ça m'aime un peu le travail. Ça aide à aller plus vite Et comme on peut vraiment tout lui demander , c'est comme avoir un petit prof avec nous et qui nous aide vraiment."
Utilisation efficace outil,Utilisation efficace outil,Rôle de l'outil dans la gestion du stress,"Du coup, comme je disais, ça m'aide parce que ça m'aime un peu le travail. Ça aide à aller plus vite Et comme on peut vraiment tout lui demander , c'est comme avoir un petit prof avec nous et qui nous aide vraiment."
Utilisation stratégique IA,Utilisation stratégique IA,Gestion de la charge de travail,"C'est vrai que ça m'aide à commencer parce que des fois, j'ai du mal à me lancer dans les projets et à organiser mes idées. Ça m'aide plutôt pour le temps, entre guillemets, et la charge de travail."
Utilisation stratégique IA,Utilisation stratégique IA,Gestion de la charge de travail,"C'est vrai que ça m'aide à commencer parce que des fois, j'ai du mal à me lancer dans les projets et à organiser mes idées. Ça m'aide plutôt pour le temps, entre guillemets, et la charge de travail."
Utilisation stratégique IA,Utilisation stratégique IA,Utilisation pour gagner du temps,"Moi, ça m'aide vraiment à gagner du temps, surtout quand on a beaucoup de travail. Pour les petites choses comme ça, ça peut être vraiment très utile."
Utilisation stratégique IA,Utilisation stratégique IA,Utilisation pour gagner du temps,"Moi, ça m'aide vraiment à gagner du temps, surtout quand on a beaucoup de travail. Pour les petites choses comme ça, ça peut être vraiment très utile."
Utilisation stratégique IA,Utilisation stratégique IA,Évaluation de la qualité des réponses,"Je fais toujours un peu attention. Surtout, comme maintenant, je sais que les citations sont bidons. Je ne lui demande pas ça, en fait. Je regarde vraiment les réponses. J'essaye après de comparer avec Internet, si jamais ce soit bien vrai ou pas, ou aller regarder sur Kern."
Utilisation stratégique IA,Utilisation stratégique IA,Évaluation de la qualité des réponses,"Je fais toujours un peu attention. Surtout, comme maintenant, je sais que les citations sont bidons. Je ne lui demande pas ça, en fait. Je regarde vraiment les réponses. J'essaye après de comparer avec Internet, si jamais ce soit bien vrai ou pas, ou aller regarder sur Kern."
Évaluation morale nuancée IA,Évaluation morale nuancée IA,Évaluation morale nuancée,"Au début, peut-être un peu. En fait, ça va dépendre à quel point mon travail a été influencé par le chatGPT ou non. Donc, si il est très très influencé, je vais peut-être me sentir mal dans le travail, en me disant peut-être que le prof va s'en rendre compte."
Évaluation morale nuancée IA,Évaluation morale nuancée IA,Évaluation morale nuancée,"Au début, peut-être un peu. En fait, ça va dépendre à quel point mon travail a été influencé par le chatGPT ou non. Donc, si il est très très influencé, je vais peut-être me sentir mal dans le travail, en me disant peut-être que le prof va s'en rendre compte."
Évolution apprentissage,Évolution apprentissage,Adaptation des stratégies d'apprentissage,"Je pense que normalement, tout le monde l'utilise. Donc je me dis que si les gens ne l'utilisent pas, c'est qu'ils n'en ont pas besoin et qu'ils dévouent bien sans. Mais peut-être que ça me donne un avantage, pas forcément sur la qualité du travail, mais ça génère moins de stress et c'est peut-être plus agréable."
Évolution apprentissage,Évolution apprentissage,Adaptation des stratégies d'apprentissage,"Je pense que normalement, tout le monde l'utilise. Donc je me dis que si les gens ne l'utilisent pas, c'est qu'ils n'en ont pas besoin et qu'ils dévouent bien sans. Mais peut-être que ça me donne un avantage, pas forcément sur la qualité du travail, mais ça génère moins de stress et c'est peut-être plus agréable."
Évolution apprentissage,Évolution apprentissage,Développement d'une stratégie d'auto-régulation,"Je pense qu'il faut faire attention. Ines Est-ce que tu rencontres des tensions entre ce gain de temps et ton apprentissage personnel? Maëlys Ben non, au contraire, parce que du coup, je peux me concentrer sur d'autres choses qui sont aussi importantes."
Évolution apprentissage,Évolution apprentissage,Développement d'une stratégie d'auto-régulation,"Je pense qu'il faut faire attention. Ines Est-ce que tu rencontres des tensions entre ce gain de temps et ton apprentissage personnel? Maëlys Ben non, au contraire, parce que du coup, je peux me concentrer sur d'autres choses qui sont aussi importantes."
Évolution apprentissage,Évolution apprentissage,Évolution des standards d'apprentissage,"ça change les standards. Avant, on devait tout faire nous-mêmes, du coup au bout d'un moment t'as fait un travail pendant 3 semaines"
Évolution apprentissage,Évolution apprentissage,Évolution des standards d'apprentissage,"ça change les standards. Avant, on devait tout faire nous-mêmes, du coup au bout d'un moment t'as fait un travail pendant 3 semaines"
