Méta-thème,Thème,Code,Extrait
Anxiété IA créative,Anxiété IA créative,Anxiété normative,"je me sentirai un peu coupable pour être franche, j'aurai l'impression de tricher"
Anxiété IA créative,Anxiété IA créative,Anxiété normative,"honnêtement, parfois je me dis que je pourrais me passer de ChatGPT, surtout quand j’ai certaines tâches où je sais que je pourrais m’en sortir sans l’outil"
Anxiété IA créative,Anxiété IA créative,Anxiété normative,"je me sentirai un peu coupable pour être franche, j'aurai l'impression de tricher"
Anxiété IA créative,Anxiété IA créative,Anxiété normative,"honnêtement, parfois je me dis que je pourrais me passer de ChatGPT, surtout quand j’ai certaines tâches où je sais que je pourrais m’en sortir sans l’outil"
Anxiété IA créative,Anxiété IA créative,Complémentarité cognitive,"Je l’utilise principalement pour structurer mes idées, reformuler certains passages de mes écrits et parfois vérifier ma compréhension d’un auteur ou d’une théorie."
Anxiété IA créative,Anxiété IA créative,Complémentarité cognitive,"Je l’utilise principalement pour structurer mes idées, reformuler certains passages de mes écrits et parfois vérifier ma compréhension d’un auteur ou d’une théorie."
Camouflage et critique IA,Camouflage et critique IA,Camouflage des traces IA,"ce mot est trop beau, il faut que je mette quelque chose de plus humain, quoi. Pour que ça fasse plus comme si c'était moi qui l'avais écrit"
Camouflage et critique IA,Camouflage et critique IA,Camouflage des traces IA,"ce mot est trop beau, il faut que je mette quelque chose de plus humain, quoi. » Pour que ça fasse plus comme si c'était moi qui l'avais écrit"
Camouflage et critique IA,Camouflage et critique IA,Camouflage des traces IA,"ce mot est trop beau, il faut que je mette quelque chose de plus humain, quoi. Pour que ça fasse plus comme si c'était moi qui l'avais écrit"
Camouflage et critique IA,Camouflage et critique IA,Camouflage des traces IA,"ce mot est trop beau, il faut que je mette quelque chose de plus humain, quoi. » Pour que ça fasse plus comme si c'était moi qui l'avais écrit"
Camouflage et critique IA,Camouflage et critique IA,Formation critique à l'IA,"Hmm là je vais partir dans un truc purement hypothétique et je sais pas à quel point c'est faisable ou si c'est vraiment pertinent mais déjà, il faudrait que les universités organisent des ateliers ou des formations pour nous montrer comment utiliser ChatGPT de manière critique. Genre, on pourrait apprendre à recouper ses réponses, à vérifier les sources, et surtout à l'utiliser comme un outil d'aide plutôt que comme une béquille qui fait tout le taf à notre place."
Camouflage et critique IA,Camouflage et critique IA,Formation critique à l'IA,"Hmm là je vais partir dans un truc purement hypothétique et je sais pas à quel point c'est faisable ou si c'est vraiment pertinent mais déjà, il faudrait que les universités organisent des ateliers ou des formations pour nous montrer comment utiliser ChatGPT de manière critique. Genre, on pourrait apprendre à recouper ses réponses, à vérifier les sources, et surtout à l'utiliser comme un outil d'aide plutôt que comme une béquille qui fait tout le taf à notre place."
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme moral,"Franchement, ouais, c'est un vrai dilemme moral pour moi. Mais je pense même qu'il y a un double dilemme. Y'a un premier dilemme qui est celui de l'honnêteté intellectuelle de présenter un travail qui n'est pas vraiment le tien, et y'a un deuxième dilemme qui est plus envers toi-même."
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme moral,"Franchement, ouais, c'est un vrai dilemme moral pour moi. Mais je pense même qu'il y a un double dilemme. Y'a un premier dilemme qui est celui de l'honnêteté intellectuelle de présenter un travail qui n'est pas vraiment le tien, et y'a un deuxième dilemme qui est plus envers toi-même. Genre moi je me sentirai un peu mal de faire un travail complet avec ChatGPT alors que tous les autres font sans, j'ai l'impression de pas jouer le jeu."
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme moral,"Franchement, ouais, c'est un vrai dilemme moral pour moi. Mais je pense même qu'il y a un double dilemme. Y'a un premier dilemme qui est celui de l'honnêteté intellectuelle de présenter un travail qui n'est pas vraiment le tien, et y'a un deuxième dilemme qui est plus envers toi-même."
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme moral,"Franchement, ouais, c'est un vrai dilemme moral pour moi. Mais je pense même qu'il y a un double dilemme. Y'a un premier dilemme qui est celui de l'honnêteté intellectuelle de présenter un travail qui n'est pas vraiment le tien, et y'a un deuxième dilemme qui est plus envers toi-même. Genre moi je me sentirai un peu mal de faire un travail complet avec ChatGPT alors que tous les autres font sans, j'ai l'impression de pas jouer le jeu."
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme éthique,"donc par honnêteté intellectuelle, est-ce qu’il faudrait penser à le citer quand on utilise l’IA"
Dilemmes éthiques IA,Dilemmes éthiques IA,Dilemme éthique,"donc par honnêteté intellectuelle, est-ce qu’il faudrait penser à le citer quand on utilise l’IA"
Déclin motivation,Déclin motivation,Flemmarde,ça m'a clairement rendue plus flemmarde
Déclin motivation,Déclin motivation,Flemmarde,ça m'a clairement rendue plus flemmarde
Dépendance IA,Dépendance IA,Dépendance cognitive,"des fois je me rends compte que j’utilise ChatGPT plus souvent que je ne devrais, juste parce que c’est rapide et pratique"
Dépendance IA,Dépendance IA,Dépendance cognitive,"des fois je me rends compte que j’utilise ChatGPT plus souvent que je ne devrais, juste parce que c’est rapide et pratique"
Dépendance IA,Dépendance IA,Dépendance et contrôle,"Je me rends compte que je suis un peu trop speed, j'utilise l'IA pour m'en sortir vite et je me rends pas forcément compte si tout est bien maîtrisé."
Dépendance IA,Dépendance IA,Dépendance et contrôle,"Je me rends compte que je suis un peu trop speed, j'utilise l'IA pour m'en sortir vite et je me rends pas forcément compte si tout est bien maîtrisé."
Intégration technologique,Intégration technologique,Adoption de la technologie,je pense que j’ai été super à l’aise avec l’outil dès le départ dans le sens où les chat conversationnel il y en avait déjà dans ce type sur internet.
Intégration technologique,Intégration technologique,Adoption de la technologie,je pense que j’ai été super à l’aise avec l’outil dès le départ dans le sens où les chat conversationnel il y en avait déjà dans ce type sur internet.
Intégration technologique,Intégration technologique,Inégalité technologique,"genre, si t'as toujours ChatGPT à portée de main pour t'aider à structurer tes idées ou à gagner du temps, t'as un avantage sur ceux qui ne l'utilisent pas"
Intégration technologique,Intégration technologique,Inégalité technologique,"genre, si t'as toujours ChatGPT à portée de main pour t'aider à structurer tes idées ou à gagner du temps, t'as un avantage sur ceux qui ne l'utilisent pas"
Intégration technologique,Intégration technologique,Relation à la technologie,je pense que je suis encore un peu trop jeune pour être dépassée par les nouvelles technologies
Intégration technologique,Intégration technologique,Relation à la technologie,je pense que je suis encore un peu trop jeune pour être dépassée par les nouvelles technologies
Intégration technologique,Intégration technologique,Rôle de la technologie dans la vie quotidienne,c’est vraiment devenu mon petit génie qui a réponse à tout.
Intégration technologique,Intégration technologique,Rôle de la technologie dans la vie quotidienne,c’est vraiment devenu mon petit génie qui a réponse à tout.
Limites de l'outil IA,Limites de l'outil IA,Choix de facilité,"Bon après ce temps on pourrait dire que tu pourrais l'utiliser pour apprendre d'autres choses ou pour approfondir tes cours mais on sait tous que personne fait ça. Donc ouais pour moi choisir de l'utiliser c'est choisir la facilité dans un sens, et c'est limite si je me sens mal après."
Limites de l'outil IA,Limites de l'outil IA,Choix de facilité,"Bon après ce temps on pourrait dire que tu pourrais l'utiliser pour apprendre d'autres choses ou pour approfondir tes cours mais on sait tous que personne fait ça. Donc ouais pour moi choisir de l'utiliser c'est choisir la facilité dans un sens, et c'est limite si je me sens mal après."
Limites de l'outil IA,Limites de l'outil IA,Limites de l'outil,"pour un devoir sur la gouvernance numérique, j’essayais d’explorer des concepts spécifiques d’un auteur, mais ChatGPT me donnait des réponses trop générales, un peu bancales parfois"
Limites de l'outil IA,Limites de l'outil IA,Limites de l'outil,"pour un devoir sur la gouvernance numérique, j’essayais d’explorer des concepts spécifiques d’un auteur, mais ChatGPT me donnait des réponses trop générales, un peu bancales parfois"
Limites de l'outil IA,Limites de l'outil IA,Niveau de compréhension,"franchement, ça dépend des sujets. Pour des trucs assez simples ou des révisions de base, ouais, ça aide plutôt bien. Genre, ça me permet de vérifier un concept, d’avoir une explication rapide d’un point et de le résumer"
Limites de l'outil IA,Limites de l'outil IA,Niveau de compréhension,"franchement, ça dépend des sujets. Pour des trucs assez simples ou des révisions de base, ouais, ça aide plutôt bien. Genre, ça me permet de vérifier un concept, d’avoir une explication rapide d’un point et de le résumer"
Méta-thème non assigné,Thème non assigné,Exigence accrue,ça rend le truc plus exigeant parce qu'on a accès à un contenu de qualité relativement vite
Méta-thème non assigné,Thème non assigné,Exigence accrue,ça rend le truc plus exigeant parce qu'on a accès à un contenu de qualité relativement vite
Méta-thème non assigné,Thème non assigné,Exigence accrue,ça rend le truc plus exigeant parce qu'on a accès à un contenu de qualité relativement vite
Méta-thème non assigné,Thème non assigné,Exigence accrue,ça rend le truc plus exigeant parce qu'on a accès à un contenu de qualité relativement vite
Méta-thème non assigné,Thème non assigné,Régulation auto,"Faut pas se mentir hein, ça donne envie de l’utiliser tout le temps. Mais faut pas se mentir hein, ça donne envie de l’utiliser tout le temps."
Méta-thème non assigné,Thème non assigné,Régulation auto,"Faut pas se mentir hein, ça donne envie de l’utiliser tout le temps. Mais faut pas se mentir hein, ça donne envie de l’utiliser tout le temps."
Méta-thème non assigné,Thème non assigné,Temporalité transformée,"on a accès à un contenu de qualité relativement vite, je pense qu'il y a des standards où je me dis que ce n'est pas exactement ce que je veux"
Méta-thème non assigné,Thème non assigné,Temporalité transformée,"on a accès à un contenu de qualité relativement vite, je pense qu'il y a des standards où je me dis que ce n’est pas exactement ce que je veux"
Méta-thème non assigné,Thème non assigné,Temporalité transformée,"on a accès à un contenu de qualité relativement vite, je pense qu'il y a des standards où je me dis que ce n'est pas exactement ce que je veux"
Méta-thème non assigné,Thème non assigné,Temporalité transformée,"on a accès à un contenu de qualité relativement vite, je pense qu'il y a des standards où je me dis que ce n’est pas exactement ce que je veux"
Usage stratégique IA,Usage stratégique IA,Choix stratégique,"Moi je considère qu'utiliser ChatGPT là où on essaye de te faire apprendre à avoir une réflexion, c'est contre-productif après ça veut pas dire que c'est inacceptable, c'est une question de choix."
Usage stratégique IA,Usage stratégique IA,Choix stratégique,"Moi je considère qu'utiliser ChatGPT là où on essaye de te faire apprendre à avoir une réflexion, c'est contre-productif après ça veut pas dire que c'est inacceptable, c'est une question de choix."
Usage stratégique IA,Usage stratégique IA,Dépendance stratégique,"Parfois, j’ai vraiment l’impression de l’uti liser à outrance et ça me prend limite plus de temps de lui formuler ma demande que de faire le truc par moi même"
Usage stratégique IA,Usage stratégique IA,Dépendance stratégique,"Parfois, j’ai vraiment l’impression de l’uti liser à outrance et ça me prend limite plus de temps de lui formuler ma demande que de faire le truc par moi même"
Usage stratégique IA,Usage stratégique IA,Usage ciblé et délimité,"Genre, des fois je me rends compte que j’utilise ChatGPT plus souvent que je ne devrais, just e parce que c’est rapide et pratique"
Usage stratégique IA,Usage stratégique IA,Usage ciblé et délimité,"Genre, des fois je me rends compte que j’utilise ChatGPT plus souvent que je ne devrais, just e parce que c’est rapide et pratique"
Usage stratégique IA,Usage stratégique IA,Usage stratégique de l'IA,"je l’utilise principalement pour structurer mes idées, reformuler certains passages de mes écrits et parfois vérifier ma compréhension d’un auteur ou d’une théorie."
Usage stratégique IA,Usage stratégique IA,Usage stratégique de l'IA,"je l’utilise principalement pour structurer mes idées, reformuler certains passages de mes écrits et parfois vérifier ma compréhension d’un auteur ou d’une théorie."
